rating_avg,pages,author_followers
4.73,Kindle Edition,11.3k
3.67,272 pages,600
3.29,184 pages,822
3.92,271 pages,63
3.36,186 pages,6
3.73,403 pages,3197
3.56,336 pages,146
4.06,199 pages,12.2k
4.15,180 pages,1669
3.82,432 pages,72
3.71,657 pages,101
4.16,410 pages,2818
3.78,274 pages,213
4.2,425 pages,9673
4.16,32 pages,6
3.7,416 pages,78
3.26,167 pages,2
4.48,832 pages,422
4.07,477 pages,87
3.93,390 pages,1191
4.09,183 pages,1013
4.06,369 pages,4773
4.46,560 pages,158
3.82,368 pages,7218
3.28,368 pages,1935
3.61,542 pages,691
3.93,261 pages,1578
3.89,240 pages,43
4.02,266 pages,4086
3.96,405 pages,8389
3.05,187 pages,88
3.59,320 pages,4749
4.21,166 pages,2
4.0,285 pages,32.2k
4.38,223 pages,51
4.29,459 pages,11.6k
4.24,Kindle Edition,67
3.87,378 pages,3712
3.85,182 pages,82
3.96,298 pages,5694
3.82,224 pages,8
4.27,216 pages,3053
3.87,252 pages,33
3.77,380 pages,158
3.82,354 pages,6929
4.04,294 pages,5922
3.68,400 pages,406
3.83,384 pages,6853
3.17,222 pages,4168
3.94,259 pages,174
3.86,336 pages,556
4.18,225 pages,42
3.91,416 pages,2332
4.34,379 pages,140
4.39,589 pages,189
3.8,290 pages,80.4k
4.62,484 pages,13.3k
3.78,224 pages,2161
4.21,377 pages,9396
3.82,416 pages,2625
3.47,288 pages,181
3.94,321 pages,677
3.0,232 pages,0
4.09,256 pages,3170
4.31,32 pages,1361
3.74,336 pages,445
3.8,176 pages,41
3.33,350 pages,14.1k
3.86,293 pages,1182
3.72,262 pages,14.8k
3.59,128 pages,1022
3.93,288 pages,20.1k
3.89,294 pages,563
3.77,311 pages,185
3.86,549 pages,3663
4.07,190 pages,2957
3.65,2 pages,1014
3.49,270 pages,75
4.12,144 pages,68.1k
4.25,122 pages,3648
3.73,336 pages,114
3.92,398 pages,1213
4.17,374 pages,162
3.3,Hardcover,143
3.55,352 pages,34
4.57,490 pages,0
4.2,389 pages,7222
4.12,32 pages,101
4.24,192 pages,13
3.89,459 pages,1179
3.95,358 pages,7273
4.23,,185
4.15,179 pages,3774
3.76,272 pages,7042
3.98,206 pages,1935
3.6,ebook,1
3.88,423 pages,13.4k
3.84,286 pages,5248
3.88,361 pages,2211
3.82,400 pages,331
3.79,150 pages,477
4.06,372 pages,9034
3.88,362 pages,3238
4.47,705 pages,393k
3.95,406 pages,188
4.04,352 pages,35
3.6,320 pages,172
4.06,212 pages,8450
3.86,416 pages,200
3.95,480 pages,14.1k
3.99,236 pages,5848
4.03,230 pages,309
3.52,352 pages,35.8k
4.13,449 pages,345k
4.43,436 pages,17.2k
4.12,480 pages,345k
3.94,318 pages,2431
3.79,266 pages,387
4.2,462 pages,570
3.79,241 pages,3024
4.0,660 pages,336
3.67,256 pages,23
3.47,482 pages,2257
3.76,320 pages,11
3.72,422 pages,771
4.29,371 pages,5902
3.82,136 pages,1770
3.76,192 pages,73
4.53,356 pages,38
3.98,506 pages,14.5k
4.08,368 pages,1137
4.09,519 pages,2428
3.73,379 pages,612
4.12,320 pages,1137
4.43,288 pages,213
4.18,304 pages,3006
4.07,208 pages,459
3.61,188 pages,38
4.02,384 pages,14.1k
4.14,419 pages,18.5k
3.89,303 pages,1128
3.89,269 pages,781
3.83,401 pages,927
4.37,372 pages,4607
3.9,28 pages,1169
4.0,366 pages,11.5k
4.19,425 pages,1516
3.95,406 pages,book
4.09,327 pages,10.3k
4.18,384 pages,2240
3.92,285 pages,418
4.08,326 pages,602
3.77,224 pages,1515
3.44,326 pages,507
3.89,384 pages,291
3.74,245 pages,477
3.98,184 pages,749
3.73,Audio CD,6472
3.56,231 pages,44
3.83,224 pages,677
4.07,330 pages,12.5k
3.78,231 pages,2
3.97,612 pages,841k
4.15,311 pages,5889
3.89,343 pages,418
3.81,432 pages,1557
4.67,368 pages,7
3.89,240 pages,90
4.18,388 pages,17.2k
3.8,288 pages,7903
3.99,544 pages,841k
4.08,609 pages,1253
4.12,194 pages,8142
3.47,259 pages,2
4.28,384 pages,84k
4.11,158 pages,10.9k
4.21,306 pages,17.4k
3.88,180 pages,1769
3.53,240 pages,1114
3.5,404 pages,412
4.0,410 pages,book1
4.02,69 pages,81
4.29,374 pages,1944
4.06,341 pages,1517
3.81,306 pages,27.2k
3.78,349 pages,40k
3.76,515 pages,1428
4.17,206 pages,16.8k
3.86,328 pages,1333
4.26,320 pages,681
3.46,303 pages,105
4.01,96 pages,2
3.7,242 pages,14
3.77,400 pages,6516
3.88,363 pages,25.1k
4.15,167 pages,272
4.02,320 pages,2844
4.12,290 pages,7578
4.26,543 pages,29
4.17,326 pages,38k
4.41,387 pages,774
3.88,304 pages,6225
4.11,577 pages,3695
3.82,464 pages,235
3.91,336 pages,2433
4.06,170 pages,0
4.13,272 pages,0
3.68,192 pages,1132
3.32,256 pages,2357
4.11,473 pages,13k
3.98,264 pages,20
3.59,368 pages,305
4.04,485 pages,458
4.07,358 pages,52.5k
3.64,248 pages,4168
4.02,624 pages,336
3.88,392 pages,6624
4.29,40 pages,181
3.82,336 pages,121
3.84,352 pages,1260
4.13,291 pages,121
4.28,288 pages,335
4.14,264 pages,8536
3.67,354 pages,270
3.67,287 pages,515
4.23,350 pages,9963
3.86,378 pages,5306
3.39,240 pages,116
4.29,304 pages,3
3.83,120 pages,1
3.61,515 pages,3009
3.53,499 pages,1473
4.0,296 pages,6
3.77,256 pages,149
4.14,525 pages,47
3.88,437 pages,6557
3.84,467 pages,11.7k
3.89,200 pages,1555
4.13,256 pages,74
4.1,281 pages,65.9k
3.35,257 pages,6
4.08,384 pages,4096
3.8,768 pages,869
3.51,216 pages,44
3.25,88 pages,74
3.86,288 pages,4338
3.64,270 pages,2
3.97,360 pages,42.3k
3.56,544 pages,135
4.09,304 pages,6878
3.76,223 pages,679
4.44,349 pages,30.9k
3.7,224 pages,26
3.25,259 pages,18.4k
0.0,97 pages,4
4.3,351 pages,1103
4.05,416 pages,2207
4.39,11 pages,8534
3.93,352 pages,6879
4.32,416 pages,4311
4.21,512 pages,467
4.21,312 pages,book821
3.83,147 pages,2292
3.89,208 pages,31
3.42,466 pages,295
3.34,272 pages,426
4.18,268 pages,459
4.45,1126 pages,1330
3.86,254 pages,90
3.83,321 pages,236
3.27,260 pages,93
3.5,244 pages,10
3.87,225 pages,374
4.08,40 pages,3
4.77,294 pages,95
3.71,240 pages,6
3.33,146 pages,50
4.17,384 pages,8663
3.64,351 pages,36
3.64,320 pages,90
3.52,356 pages,653
3.0,Mass Market Paperback,784
4.12,364 pages,32.2k
4.37,702 pages,8122
4.13,250 pages,205
4.11,560 pages,49.7k
4.16,336 pages,book457
3.97,278 pages,878
4.29,1408 pages,25
4.48,312 pages,20.6k
3.9,368 pages,13.5k
4.27,443 pages,1497
4.17,352 pages,4966
3.62,263 pages,4
3.79,352 pages,2238
4.03,101 pages,2046
4.36,254 pages,1215
4.19,375 pages,17.5k
4.04,276 pages,228k
3.43,160 pages,8164
3.89,118 pages,3519
4.04,288 pages,160
3.77,336 pages,1515
3.98,448 pages,1748
4.7,228 pages,1180
3.29,228 pages,0
3.34,352 pages,34
3.82,149 pages,6
4.08,223 pages,284k
4.03,317 pages,13
4.21,325 pages,389
4.09,251 pages,332
3.22,218 pages,2519
4.0,585 pages,310
3.96,393 pages,233
3.84,272 pages,376
3.97,336 pages,791
3.32,176 pages,11.8k
4.09,466 pages,20.1k
4.2,191 pages,680
3.95,27 pages,1390
3.1,384 pages,394
4.24,570 pages,11
3.83,189 pages,74
4.21,362 pages,11.8k
4.25,368 pages,2352
4.11,1023 pages,37
3.93,434 pages,11.4k
4.02,464 pages,644
4.12,369 pages,48.3k
4.42,299 pages,2180
3.71,277 pages,15
3.74,236 pages,9
4.0,195 pages,1
4.0,624 pages,336
3.17,406 pages,227
4.62,208 pages,2041
3.89,220 pages,52.5k
3.85,336 pages,1884
3.31,332 pages,3001
4.07,471 pages,16.4k
3.86,320 pages,104
4.34,386 pages,16.3k
3.66,296 pages,2130
4.13,130 pages,688
3.83,384 pages,2778
4.25,266 pages,317
3.89,384 pages,260
4.28,367 pages,12.5k
4.24,16 pages,999
4.15,272 pages,585
4.39,280 pages,18
4.17,400 pages,389
4.02,272 pages,10.3k
4.2,181 pages,2193
4.13,303 pages,24k
4.04,368 pages,13.5k
3.99,353 pages,6225
4.25,279 pages,21.3k
4.07,408 pages,15.2k
4.11,323 pages,1144
3.98,384 pages,1168
4.34,48 pages,6021
3.8,368 pages,2924
4.39,160 pages,3
4.26,471 pages,31.4k
3.73,137 pages,2783
3.87,240 pages,254
4.04,320 pages,58
4.04,475 pages,5411
3.82,444 pages,267
3.75,318 pages,679
3.91,208 pages,838
3.76,270 pages,4802
3.48,256 pages,3
4.17,292 pages,27
3.9,457 pages,6624
4.14,301 pages,16k
3.43,215 pages,0
4.29,352 pages,book185
3.91,400 pages,944
3.85,168 pages,166
3.28,350 pages,76
3.7,240 pages,61
4.06,287 pages,185
3.65,222 pages,21
3.76,288 pages,5739
3.26,246 pages,5887
4.09,272 pages,5
3.84,451 pages,193
4.26,406 pages,4314
4.1,214 pages,2539
4.0,277 pages,42.5k
3.51,242 pages,8
4.2,354 pages,7915
3.78,305 pages,2
3.64,304 pages,177
3.53,288 pages,2127
3.96,288 pages,6820
3.69,510 pages,101k
3.75,301 pages,5757
3.67,608 pages,3
4.14,536 pages,10.8k
4.35,590 pages,134
3.61,432 pages,595
3.82,319 pages,9746
3.81,368 pages,38.8k
4.09,184 pages,26.2k
3.66,592 pages,187
3.86,209 pages,84
3.39,288 pages,44
3.46,293 pages,713
4.12,153 pages,3
4.24,200 pages,4202
3.84,344 pages,34.4k
3.91,319 pages,312
3.61,96 pages,25.5k
3.96,240 pages,545
4.04,440 pages,17.4k
3.87,238 pages,247
4.7,255 pages,4474
4.04,470 pages,32.7k
3.83,272 pages,0
3.73,224 pages,887
3.91,509 pages,1160
3.83,592 pages,692
4.08,275 pages,1378
3.94,287 pages,6446
3.7,185 pages,55
4.47,278 pages,book24
4.24,283 pages,35
3.73,357 pages,344
2.85,256 pages,1
3.95,256 pages,9
4.13,240 pages,33
3.95,354 pages,6664
3.75,225 pages,5529
4.17,326 pages,97
3.84,275 pages,25.8k
3.9,309 pages,1097
3.97,304 pages,19
3.21,258 pages,14
3.97,320 pages,6753
4.52,320 pages,5716
4.33,384 pages,94.1k
3.98,416 pages,53.7k
4.02,464 pages,5951
4.19,448 pages,2841
3.78,320 pages,474
4.24,566 pages,15.5k
4.16,344 pages,9922
3.78,314 pages,195
4.42,144 pages,13.5k
4.15,187 pages,16k
4.11,358 pages,933
3.87,368 pages,4
3.97,362 pages,6878
3.9,192 pages,21
4.16,304 pages,5302
4.21,444 pages,308
4.33,63 pages,6567
3.62,352 pages,131
4.12,348 pages,2971
3.65,232 pages,58
4.08,422 pages,25.5k
3.78,384 pages,6816
4.21,571 pages,12k
3.89,199 pages,38.4k
3.92,228 pages,2693
4.29,389 pages,51.7k
3.91,267 pages,54
4.42,451 pages,3329
3.79,607 pages,382
4.14,320 pages,8721
4.2,341 pages,579
4.35,192 pages,197
3.78,305 pages,1587
4.03,ebook,2718
3.52,304 pages,4389
3.91,287 pages,75
3.73,284 pages,55
4.33,40 pages,3886
3.91,307 pages,27.2k
4.28,400 pages,496
3.27,238 pages,4
3.66,352 pages,3531
4.04,513 pages,3159
3.94,655 pages,625
4.4,386 pages,21.4k
3.42,320 pages,2356
3.86,31 pages,344
4.19,479 pages,4070
3.97,358 pages,7930
3.93,357 pages,547
3.75,672 pages,98
4.27,240 pages,23.4k
4.18,448 pages,389
4.25,304 pages,4458
4.47,200 pages,597
3.96,367 pages,944
3.55,416 pages,242
4.03,608 pages,1642
4.26,394 pages,218k
4.09,254 pages,310
4.02,317 pages,15.1k
3.69,416 pages,455
4.03,432 pages,14.1k
3.73,208 pages,695
3.0,188 pages,0
3.86,342 pages,6753
4.27,245 pages,501
3.99,253 pages,1180
3.93,360 pages,5206
3.99,288 pages,74
3.5,384 pages,666
4.12,432 pages,21.5k
3.91,354 pages,743
3.77,222 pages,21
4.26,58 pages,13
4.47,200 pages,2579
3.69,368 pages,3054
3.42,244 pages,1327
3.82,375 pages,19.9k
3.24,189 pages,106
3.72,299 pages,4737
4.26,632 pages,2559
4.29,232 pages,18
4.1,118 pages,1
4.02,337 pages,6861
4.08,368 pages,1560
3.81,271 pages,2215
3.94,304 pages,23
4.03,336 pages,739
4.28,273 pages,4006
4.0,392 pages,1352
4.26,123 pages,3369
4.0,32 pages,781
3.88,402 pages,6878
3.73,384 pages,5379
4.16,160 pages,75
4.03,Paperback,59
4.33,330 pages,132k
4.27,329 pages,33.5k
4.1,302 pages,3563
3.55,240 pages,30
4.1,375 pages,5021
4.1,359 pages,31.4k
4.19,250 pages,52.5k
4.25,351 pages,11.7k
3.86,291 pages,9516
4.1,375 pages,5632
3.5,182 pages,37
3.65,320 pages,38.4k
4.14,88 pages,1914
3.83,264 pages,2564
4.33,596 pages,38.1k
3.84,352 pages,907
3.81,376 pages,256
4.0,191 pages,0
3.3,305 pages,6
4.04,368 pages,6351
0.0,97 pages,4
3.93,216 pages,224
4.04,400 pages,4028
4.29,423 pages,3176
4.32,116 pages,15
3.79,490 pages,2510
3.91,240 pages,book65
3.97,513 pages,3643
3.15,477 pages,1261
4.35,395 pages,389
3.66,389 pages,1765
3.91,441 pages,17.4k
3.76,252 pages,133
4.07,422 pages,31
4.05,426 pages,14.2k
3.72,290 pages,2108
4.44,211 pages,2610
3.5,342 pages,91
3.7,379 pages,811
4.38,309 pages,5642
4.23,610 pages,8122
4.04,352 pages,603
4.3,483 pages,25.5k
3.83,189 pages,74
3.38,384 pages,160
3.99,446 pages,162
3.53,179 pages,21
3.73,675 pages,844
3.94,514 pages,438
4.06,520 pages,20.9k
4.24,390 pages,4325
3.83,232 pages,1850
4.27,283 pages,5879
3.89,416 pages,8245
3.99,303 pages,3095
3.09,297 pages,6
4.22,111 pages,book66
3.99,307 pages,14.3k
3.96,136 pages,4393
4.33,18 pages,11
4.34,494 pages,4382
2.95,320 pages,171
3.76,416 pages,6028
3.74,678 pages,1120
4.33,364 pages,12.6k
4.08,344 pages,4684
3.9,368 pages,677
3.7,201 pages,843
4.23,176 pages,book7
4.01,240 pages,30
4.25,352 pages,1992
3.96,339 pages,2786
3.54,293 pages,547
4.14,407 pages,77.6k
3.8,492 pages,118
4.44,362 pages,6359
4.08,240 pages,284
4.32,192 pages,1669
4.15,320 pages,3608
3.83,336 pages,1327
3.47,224 pages,796
3.84,312 pages,30
4.22,288 pages,4159
3.62,400 pages,171
3.92,224 pages,133
3.98,320 pages,266
4.25,340 pages,9922
4.1,400 pages,1443
3.91,244 pages,74
3.93,400 pages,17.2k
3.53,283 pages,434
4.01,561 pages,841k
4.05,306 pages,18.7k
4.0,364 pages,36.2k
3.93,158 pages,7
4.18,862 pages,5028
3.91,109 pages,2024
4.11,304 pages,7
4.06,722 pages,4496
4.21,370 pages,841k
3.62,230 pages,4656
3.68,416 pages,322
3.62,48 pages,26
4.25,285 pages,42.5k
4.31,528 pages,49.7k
4.23,408 pages,1815
3.79,359 pages,180
3.83,128 pages,2
3.51,200 pages,767
4.14,548 pages,3935
3.7,394 pages,3356
4.09,205 pages,6030
4.23,448 pages,52.5k
3.05,415 pages,28
3.74,448 pages,96
4.86,481 pages,book15
3.93,99 pages,121k
4.42,688 pages,18.4k
3.9,174 pages,3670
4.57,598 pages,48.5k
4.01,376 pages,15k
4.06,240 pages,370
3.64,262 pages,1609
4.08,523 pages,13.3k
4.21,358 pages,416
4.02,188 pages,28
3.91,416 pages,2392
3.68,205 pages,200
3.75,146 pages,579
4.12,32 pages,7
3.64,416 pages,365
3.71,144 pages,436
3.08,288 pages,57
3.62,336 pages,523
4.34,485 pages,4883
4.58,Paperback,26
3.64,307 pages,1617
4.07,688 pages,415
3.78,235 pages,966
3.72,703 pages,222
3.74,464 pages,683
3.85,247 pages,5095
4.07,276 pages,3142
3.94,116 pages,443
3.64,166 pages,1728
3.91,304 pages,book27
3.74,388 pages,121
4.07,226 pages,317
3.32,336 pages,6446
4.48,592 pages,841k
3.57,373 pages,3
3.9,294 pages,2637
3.81,280 pages,600
3.92,384 pages,1520
3.8,47 pages,0
4.09,400 pages,136
4.4,336 pages,42.5k
3.91,390 pages,2168
3.28,312 pages,1473
3.69,340 pages,234
4.17,368 pages,347
4.02,706 pages,110k
3.74,147 pages,6796
4.11,311 pages,979
3.96,144 pages,3669
4.24,344 pages,1200
3.97,291 pages,2274
4.01,371 pages,4989
3.66,242 pages,1089
4.43,432 pages,26
4.17,260 pages,758
3.81,368 pages,6705
3.76,326 pages,2529
4.09,385 pages,24.6k
4.2,576 pages,9869
4.28,256 pages,149
4.09,272 pages,12
3.77,322 pages,37
3.79,192 pages,2170
3.69,339 pages,55
2.4,256 pages,6
3.78,352 pages,433
3.94,192 pages,18.7k
3.32,320 pages,1000
2.98,110 pages,744
3.98,46 pages,61.5k
4.18,348 pages,2482
3.79,352 pages,2081
4.05,464 pages,52.5k
3.62,336 pages,132
4.19,1200 pages,24
3.71,223 pages,34.4k
4.06,106 pages,1737
3.7,306 pages,7384
3.25,304 pages,764
4.17,240 pages,1059
3.7,288 pages,13.9k
3.85,448 pages,1449
3.97,382 pages,130
4.24,368 pages,15.1k
3.66,330 pages,138
3.57,352 pages,29
3.65,190 pages,6283
3.87,232 pages,6773
4.26,432 pages,345k
4.44,396 pages,10.2k
3.64,187 pages,143
4.13,208 pages,1810
3.57,272 pages,6742
4.13,304 pages,28.2k
3.91,355 pages,6753
3.63,224 pages,2
4.47,432 pages,74.1k
4.18,784 pages,386
3.68,186 pages,13
3.96,283 pages,4035
4.18,401 pages,14.1k
3.73,187 pages,4839
4.17,458 pages,903
3.56,291 pages,767
3.45,336 pages,8
3.96,229 pages,197
4.19,418 pages,2865
3.78,421 pages,1651
3.78,396 pages,88
4.26,374 pages,177k
4.19,816 pages,239
3.9,290 pages,2125
2.83,192 pages,0
4.08,380 pages,1465
4.11,248 pages,9124
3.82,288 pages,599
3.93,494 pages,2829
4.14,368 pages,51.7k
3.83,438 pages,22.7k
4.03,307 pages,8082
4.07,68 pages,21.4k
3.81,192 pages,book7
4.26,1079 pages,11.7k
4.28,286 pages,28.5k
4.15,311 pages,307
3.79,457 pages,25.3k
3.98,180 pages,239
4.3,338 pages,873
3.46,317 pages,160
4.02,40 pages,11
3.76,289 pages,10.8k
4.11,896 pages,950
4.22,112 pages,10
3.84,432 pages,95
4.07,351 pages,2542
4.39,395 pages,8674
3.31,600 pages,0
4.1,251 pages,52.5k
3.95,389 pages,927
4.11,251 pages,2632
4.16,331 pages,16.5k
3.87,21 pages,5511
4.31,363 pages,9281
4.06,224 pages,658
3.81,288 pages,739
4.12,257 pages,23.9k
4.02,305 pages,639
3.76,128 pages,2732
3.22,160 pages,0
3.95,416 pages,35.7k
3.89,331 pages,1564
3.85,410 pages,8073
3.83,208 pages,14.1k
4.31,152 pages,869
3.52,352 pages,387
3.92,360 pages,998
3.97,313 pages,3203
4.09,400 pages,1086
4.01,384 pages,433
3.83,448 pages,790
4.11,383 pages,345k
4.09,480 pages,4094
4.07,368 pages,1601
4.05,479 pages,252
4.09,752 pages,347
4.24,562 pages,181
4.35,557 pages,33.5k
4.05,336 pages,610
4.18,684 pages,13k
4.06,368 pages,2368
3.61,304 pages,1560
3.94,104 pages,4
4.45,190 pages,212
4.4,580 pages,3856
4.07,432 pages,2981
3.93,339 pages,91
4.07,297 pages,100
3.43,315 pages,book56
3.6,188 pages,285
3.98,336 pages,1
4.43,524 pages,1892
4.23,405 pages,694
4.27,660 pages,393k
3.78,553 pages,1378
3.51,292 pages,6691
3.0,260 pages,2
2.5,ebook,37
3.52,208 pages,1583
4.13,120 pages,1
3.85,415 pages,2220
3.5,282 pages,1434
4.34,704 pages,253
3.95,272 pages,754
4.15,32 pages,741
3.83,288 pages,745
4.13,384 pages,14.1k
4.35,273 pages,24.5k
4.27,320 pages,85.9k
4.75,73 pages,353
3.3,368 pages,294
3.86,224 pages,173
3.89,263 pages,7920
3.4,341 pages,141
4.08,ebook,5774
3.61,289 pages,26
3.66,219 pages,1642
3.6,Mass Market Paperback,119
4.01,320 pages,3095
4.09,516 pages,3976
4.11,121 pages,1209
3.66,342 pages,575
4.08,244 pages,book51
4.17,416 pages,9051
4.0,288 pages,1337
4.03,501 pages,18.4k
3.31,448 pages,6285
4.15,240 pages,16.8k
3.98,304 pages,677
3.73,274 pages,3994
4.09,394 pages,9734
4.25,32 pages,93
3.88,256 pages,6852
3.85,378 pages,18
3.42,114 pages,8722
4.45,222 pages,330
4.17,272 pages,7771
3.88,324 pages,1854
3.9,272 pages,12.8k
3.66,256 pages,17
4.4,504 pages,26.4k
3.24,378 pages,1619
3.81,311 pages,427
3.82,416 pages,3122
4.15,352 pages,2538
3.57,288 pages,0
3.81,428 pages,37
3.86,472 pages,1690
4.06,200 pages,1
3.61,285 pages,9458
3.73,400 pages,11.8k
3.77,256 pages,349
4.21,324 pages,348
3.87,430 pages,802
3.85,239 pages,88
3.68,256 pages,96
3.25,308 pages,0
3.96,224 pages,739
4.23,348 pages,73.2k
3.83,383 pages,34.4k
3.54,310 pages,562
4.17,525 pages,1204
3.88,288 pages,3
3.8,416 pages,3014
3.9,512 pages,7
3.6,225 pages,666
4.34,40 pages,249
3.73,225 pages,5
3.95,462 pages,587
3.85,287 pages,17k
4.3,192 pages,4202
3.5,292 pages,1309
3.84,332 pages,1517
4.16,320 pages,217
3.99,183 pages,42
4.07,421 pages,1954
4.07,368 pages,31
4.01,304 pages,116
3.93,205 pages,188
3.85,388 pages,691
4.34,428 pages,2114
4.05,245 pages,395
3.93,453 pages,2268
4.44,Audio Cassette,52.5k
3.64,365 pages,4145
4.24,637 pages,14.8k
4.09,320 pages,3453
4.08,416 pages,181
4.14,32 pages,24.6k
3.17,347 pages,38
4.4,368 pages,346
4.0,244 pages,21
4.02,250 pages,52.5k
4.0,32 pages,82
3.94,Nook,396
3.92,393 pages,14.1k
4.33,330 pages,132k
3.48,Mass Market Paperback,4
4.02,248 pages,2572
4.15,321 pages,12
4.42,300 pages,12.6k
4.38,44 pages,338
3.79,416 pages,book540
3.92,524 pages,3090
4.39,208 pages,17k
4.14,419 pages,3138
3.88,340 pages,24.6k
4.0,192 pages,363
4.18,368 pages,9000
4.1,100 pages,25
4.27,232 pages,11
4.14,368 pages,4028
4.36,32 pages,2892
4.07,326 pages,14.5k
3.98,217 pages,3582
3.78,228 pages,305
3.78,432 pages,526
4.0,210 pages,7508
4.24,357 pages,2415
3.51,352 pages,256
3.88,256 pages,6852
3.67,250 pages,3
3.93,318 pages,21.3k
3.91,413 pages,2332
3.54,312 pages,341
4.11,224 pages,722
3.57,448 pages,1342
4.32,218 pages,3707
3.82,359 pages,2244
3.87,272 pages,318
3.62,156 pages,17.2k
4.15,418 pages,9922
3.76,271 pages,2503
4.15,375 pages,146
4.15,580 pages,11.6k
3.72,253 pages,5281
4.15,191 pages,1144
4.01,311 pages,4453
4.16,320 pages,1551
4.09,344 pages,0
4.0,192 pages,10.8k
4.28,258 pages,2788
3.42,288 pages,1415
3.9,304 pages,8167
3.95,368 pages,3203
3.65,160 pages,255
4.03,314 pages,13.3k
4.0,832 pages,361
3.88,232 pages,19
4.44,530 pages,38.5k
4.26,288 pages,108
3.69,336 pages,682
4.28,325 pages,7
3.4,311 pages,111
4.24,338 pages,773
3.93,420 pages,229
4.08,392 pages,10.9k
4.03,372 pages,2517
4.13,461 pages,274
4.13,389 pages,1768
4.2,417 pages,17.6k
3.26,10 pages,123
4.51,353 pages,12.5k
4.34,352 pages,7273
4.11,336 pages,1061
3.87,320 pages,48.2k
3.98,304 pages,338
3.71,282 pages,59
4.52,445 pages,10.1k
3.96,192 pages,82
4.29,40 pages,471
3.93,161 pages,21.4k
4.23,292 pages,2811
3.98,480 pages,4686
3.22,242 pages,2
3.93,224 pages,8451
3.28,304 pages,13
3.89,376 pages,670
3.97,590 pages,0
4.27,224 pages,585
3.88,159 pages,235k
3.99,128 pages,2675
4.03,369 pages,1701
3.31,32 pages,0
3.54,341 pages,14.1k
2.45,142 pages,2
3.38,296 pages,170
4.12,298 pages,1853
4.12,770 pages,841k
3.47,257 pages,1232
4.17,ebook,67
3.27,260 pages,9121
3.76,112 pages,195
3.85,336 pages,700
3.75,304 pages,book10
3.6,291 pages,652
3.82,255 pages,12
4.23,512 pages,394
3.31,328 pages,1113
4.09,297 pages,8173
3.76,305 pages,3469
4.24,106 pages,6567
3.75,374 pages,5889
3.58,306 pages,20.3k
4.31,516 pages,33.1k
3.21,274 pages,5
4.27,592 pages,322
3.8,26 pages,0
3.27,224 pages,10
4.02,432 pages,9032
3.95,296 pages,221
3.83,224 pages,8
3.91,319 pages,10.4k
3.82,361 pages,2332
4.21,14 pages,471
3.89,216 pages,book26
3.68,242 pages,14.9k
4.15,650 pages,7
3.98,384 pages,1823
4.05,358 pages,4298
3.87,289 pages,2055
4.72,Paperback,32
4.09,528 pages,255
3.71,388 pages,9548
3.97,278 pages,5951
3.96,592 pages,362
4.3,479 pages,9071
3.42,304 pages,7
3.61,384 pages,1552
3.91,214 pages,2178
3.83,240 pages,629
3.17,188 pages,43
4.15,376 pages,38.5k
3.12,340 pages,5878
4.59,204 pages,2040
4.16,1168 pages,465
4.08,292 pages,18.8k
4.13,208 pages,2176
4.25,543 pages,75k
2.81,252 pages,1
4.11,480 pages,19.4k
4.37,381 pages,920
3.61,249 pages,254
4.09,592 pages,285
3.93,466 pages,19.9k
4.23,594 pages,38.5k
4.15,256 pages,0
3.84,352 pages,234
3.45,190 pages,162
4.09,256 pages,1336
4.1,416 pages,345k
4.04,470 pages,11.3k
3.76,374 pages,12.8k
3.67,304 pages,156
4.26,96 pages,book
4.04,482 pages,2399
4.02,404 pages,274
3.23,264 pages,46
3.52,277 pages,39
3.88,528 pages,76
4.01,158 pages,516
4.12,400 pages,19
4.17,326 pages,14.9k
3.99,300 pages,4709
3.6,244 pages,2216
3.0,171 pages,2
3.73,560 pages,185
4.18,592 pages,20
3.46,253 pages,12
3.94,326 pages,19.1k
4.45,398 pages,4862
3.89,364 pages,0
3.47,118 pages,1722
3.81,315 pages,275
3.76,274 pages,2756
4.0,305 pages,338
4.08,119 pages,321
3.73,339 pages,261
3.79,245 pages,18k
4.18,311 pages,32
3.82,374 pages,8173
3.78,288 pages,book123
3.9,363 pages,121
3.65,325 pages,7103
4.46,200 pages,769
4.05,224 pages,887
3.64,260 pages,0
3.97,292 pages,228k
4.12,368 pages,2007
4.34,359 pages,26.3k
4.33,77 pages,59
4.6,Audio CD,478
3.39,238 pages,1
3.53,402 pages,9057
3.74,230 pages,5848
3.94,784 pages,114
3.99,608 pages,8513
4.28,288 pages,4252
4.12,522 pages,13.7k
3.95,272 pages,5093
4.21,454 pages,540
4.17,48 pages,92
4.24,238 pages,9112
3.9,372 pages,10.5k
4.17,157 pages,5272
3.94,514 pages,25.8k
3.76,243 pages,140
4.06,384 pages,13.1k
4.18,314 pages,2843
3.7,336 pages,88
3.99,218 pages,52.5k
4.06,128 pages,2275
4.03,141 pages,222
4.06,781 pages,873
4.06,405 pages,6879
4.05,264 pages,1
3.91,352 pages,1534
4.07,368 pages,2277
4.29,200 pages,260
4.3,216 pages,38.5k
3.91,177 pages,53
3.92,294 pages,0
4.03,384 pages,132k
3.7,236 pages,786
3.73,Hardcover,267
3.93,335 pages,60
4.25,357 pages,14.7k
4.15,246 pages,18.4k
3.91,404 pages,966
4.28,192 pages,282
3.81,424 pages,1867
3.91,512 pages,68.9k
3.76,166 pages,7
