rating_avg,pages,author_followers
4.35,319 pages,4263
3.77,400 pages,5895
4.08,570 pages,50.9k
4.06,333 pages,703k
3.55,256 pages,185
4.39,373 pages,8798
3.91,538 pages,3880
4.34,100 pages,20
3.87,400 pages,4453
4.18,569 pages,0
3.89,291 pages,739
3.56,416 pages,3198
3.83,288 pages,10.1k
3.93,312 pages,2515
3.99,246 pages,3108
0.0,354 pages,0
3.8,384 pages,2212
3.83,332 pages,9
3.91,384 pages,4163
3.88,332 pages,7384
0.0,150 pages,1
4.19,347 pages,389
3.96,159 pages,29
4.42,32 pages,190
4.07,948 pages,2
3.45,454 pages,100
3.83,370 pages,2844
3.74,464 pages,320
4.39,32 pages,13.5k
4.51,Audio CD,157
3.61,64 pages,6030
4.09,417 pages,3386
3.51,368 pages,22.7k
4.47,647 pages,132k
3.7,336 pages,274
4.1,416 pages,1046
3.68,274 pages,129
4.1,372 pages,755
3.99,276 pages,82
3.86,177 pages,184
3.53,96 pages,4
4.25,40 pages,56
3.79,375 pages,1031
4.51,96 pages,14
4.66,1007 pages,224k
3.6,Hardcover,87
4.15,262 pages,132
3.98,304 pages,36
3.61,416 pages,book27
4.43,548 pages,280
3.8,350 pages,1137
4.33,581 pages,28.2k
4.06,496 pages,1818
4.01,288 pages,765
4.28,688 pages,5922
4.13,288 pages,2343
3.82,288 pages,271
3.91,224 pages,2008
4.83,ebook,10
3.98,292 pages,6225
4.39,150 pages,2785
4.32,150 pages,31
4.18,356 pages,121k
3.45,Paperback,4
4.13,278 pages,2811
4.36,138 pages,104
3.88,Paperback,713
4.21,380 pages,9969
3.56,453 pages,14.5k
4.15,321 pages,38k
3.98,678 pages,4738
4.32,407 pages,7632
4.4,ebook,908
4.52,662 pages,235k
3.89,220 pages,52.5k
3.34,320 pages,1141
4.0,491 pages,12k
4.25,312 pages,194
4.05,525 pages,25.5k
4.24,144 pages,4745
3.75,151 pages,8073
3.33,323 pages,60
4.23,384 pages,22.6k
3.94,636 pages,10.2k
4.1,316 pages,16.9k
4.06,272 pages,8451
2.86,187 pages,12
3.86,410 pages,6449
3.97,236 pages,2021
3.99,288 pages,28.5k
3.82,368 pages,345
4.19,912 pages,15.4k
3.82,288 pages,408
3.85,413 pages,2332
3.54,304 pages,101k
3.51,352 pages,7475
4.21,48 pages,595
3.54,270 pages,798
4.42,30 pages,485
4.11,773 pages,6404
4.03,336 pages,1539
4.4,9 pages,67
4.14,468 pages,31.4k
3.75,240 pages,59
3.82,216 pages,1167
3.6,358 pages,544
3.44,303 pages,book5
4.44,38 pages,66
3.62,240 pages,4461
4.05,232 pages,5
4.02,336 pages,204
4.5,374 pages,5834
3.65,192 pages,196
3.97,394 pages,12k
3.53,320 pages,34.9k
4.08,Mass Market Paperback,6
3.52,241 pages,834
3.73,176 pages,6773
3.75,306 pages,19
3.81,303 pages,7135
3.83,326 pages,366
4.1,398 pages,16.5k
3.79,432 pages,1537
3.56,400 pages,1143
4.27,329 pages,132k
4.38,159 pages,2842
3.98,400 pages,5839
3.69,168 pages,8073
4.26,128 pages,60
4.38,390 pages,4052
3.48,210 pages,15
4.15,208 pages,4
3.7,357 pages,34.4k
4.28,448 pages,38.4k
3.85,270 pages,12.1k
3.55,226 pages,27
3.94,372 pages,2517
4.06,468 pages,1213
4.43,400 pages,186
4.06,308 pages,9563
4.17,287 pages,939
4.26,317 pages,13.3k
4.23,156 pages,1837
3.96,296 pages,35.5k
4.43,857 pages,634
3.95,787 pages,47
4.47,288 pages,98
3.68,274 pages,2
3.84,ebook,book31
4.47,304 pages,0
3.94,352 pages,2279
4.08,318 pages,4132
3.9,288 pages,10.9k
3.92,260 pages,39
3.95,533 pages,25.9k
4.07,288 pages,151
3.69,252 pages,3143
3.59,256 pages,77
4.33,432 pages,37
3.43,144 pages,53k
4.04,512 pages,390
4.27,110 pages,6567
4.04,Audio CD,18.4k
4.24,416 pages,12.7k
3.2,374 pages,100
3.61,384 pages,1756
3.56,466 pages,8322
4.24,40 pages,174
4.18,374 pages,1383
4.18,460 pages,31.4k
4.02,265 pages,24.6k
3.96,180 pages,1319
3.74,410 pages,1776
3.87,246 pages,7474
3.61,244 pages,300
3.99,384 pages,100
3.83,662 pages,68.9k
3.97,605 pages,841k
3.66,247 pages,459
4.01,351 pages,1759
4.16,528 pages,4656
3.5,256 pages,1
4.14,297 pages,1713
3.98,297 pages,27
4.11,336 pages,75
3.93,292 pages,23k
3.69,224 pages,392
4.02,291 pages,35.8k
4.31,42 pages,27
3.43,180 pages,1113
4.0,315 pages,book147
3.83,243 pages,2261
3.49,323 pages,492
3.66,320 pages,1709
4.26,218 pages,648
4.19,269 pages,2319
3.48,138 pages,35
3.67,272 pages,571
3.9,144 pages,3669
3.22,291 pages,32
4.08,336 pages,1514
1.0,1328 pages,0
4.25,352 pages,5848
3.57,242 pages,2
2.99,190 pages,6
4.14,576 pages,3244
4.0,58 pages,81
3.79,338 pages,48.5k
3.89,202 pages,20.1k
3.56,603 pages,245
3.85,448 pages,17.3k
3.45,162 pages,29
4.09,192 pages,38
4.15,278 pages,545
3.48,217 pages,8
4.42,487 pages,8534
4.22,183 pages,296
4.2,477 pages,14.5k
3.78,247 pages,3593
4.39,465 pages,48.5k
4.7,116 pages,65
3.73,456 pages,2
4.33,512 pages,26
4.13,272 pages,28.5k
3.97,672 pages,1191
4.12,339 pages,228k
4.38,422 pages,10.2k
3.91,384 pages,230
4.64,256 pages,15
4.04,32 pages,161
4.23,266 pages,7773
4.2,422 pages,5177
3.57,386 pages,1349
4.3,274 pages,1828
4.31,512 pages,2246
3.36,56 pages,book3
3.93,216 pages,1333
4.23,574 pages,1716
3.93,224 pages,326
4.01,304 pages,274
4.11,414 pages,5801
3.3,480 pages,4
4.18,704 pages,26
4.15,419 pages,125
4.36,400 pages,1972
3.67,421 pages,100
4.43,324 pages,1
4.02,344 pages,1839
4.02,318 pages,8147
4.03,448 pages,3859
3.64,368 pages,1048
4.16,406 pages,2244
3.76,363 pages,17k
3.87,368 pages,662
4.25,366 pages,389
4.17,832 pages,5293
3.61,8 pages,461
4.25,289 pages,3
3.91,437 pages,4594
3.99,361 pages,3044
4.24,656 pages,29.5k
3.67,160 pages,49
4.29,544 pages,38.6k
3.86,275 pages,1529
3.94,496 pages,24
4.33,276 pages,34
4.11,258 pages,4226
3.9,366 pages,2517
0.0,202 pages,4374
4.42,272 pages,14
3.49,341 pages,942
3.93,358 pages,77.7k
4.11,368 pages,14.5k
4.02,352 pages,16
4.1,416 pages,11.6k
3.81,393 pages,11.4k
3.82,367 pages,5
3.76,304 pages,48.7k
3.68,368 pages,115
4.17,1012 pages,893
4.24,399 pages,419
4.19,406 pages,393k
3.79,230 pages,628
4.16,296 pages,5282
3.73,224 pages,28
3.58,384 pages,172
4.38,285 pages,62
4.1,355 pages,204
3.98,710 pages,14.2k
4.22,490 pages,1290
4.08,256 pages,144
3.87,290 pages,15.4k
4.13,290 pages,10.8k
3.94,578 pages,15.2k
2.33,Mass Market Paperback,418
4.08,208 pages,1669
3.66,312 pages,38k
4.01,310 pages,676
3.33,272 pages,617
3.94,407 pages,4443
3.83,352 pages,375
3.5,224 pages,1543
3.88,264 pages,75
3.81,272 pages,243
4.06,346 pages,37
4.12,341 pages,998
4.3,175 pages,11
2.82,224 pages,book108
4.18,168 pages,9281
4.35,442 pages,22.4k
4.24,443 pages,25.7k
3.74,340 pages,618
4.26,480 pages,159
3.68,416 pages,56
3.46,165 pages,0
3.65,192 pages,1279
3.41,304 pages,82
4.19,441 pages,30.6k
4.24,266 pages,8534
4.28,258 pages,2685
4.33,270 pages,16.1k
3.87,373 pages,38.2k
3.29,464 pages,286
3.58,250 pages,4317
3.81,544 pages,25k
4.09,240 pages,9159
3.84,273 pages,11.7k
3.83,240 pages,33.4k
3.94,416 pages,512
4.32,435 pages,8798
3.64,272 pages,445
4.1,438 pages,52.5k
3.57,282 pages,4632
4.32,389 pages,33.5k
3.99,594 pages,4635
4.05,178 pages,239
4.11,373 pages,11.6k
3.99,523 pages,13k
3.79,307 pages,34.4k
3.69,216 pages,16.7k
3.74,40 pages,106
3.84,284 pages,147
4.06,347 pages,2384
4.34,439 pages,42.5k
4.22,226 pages,12.3k
3.95,290 pages,492
4.28,384 pages,11.3k
3.89,289 pages,832
4.13,370 pages,4461
4.23,576 pages,23k
4.13,314 pages,book31
4.01,333 pages,2309
3.74,416 pages,483
4.16,384 pages,887
3.87,320 pages,5207
3.78,191 pages,1989
4.33,314 pages,6634
3.95,96 pages,53
3.81,240 pages,54
4.16,474 pages,271
3.84,198 pages,4739
3.94,308 pages,16k
3.61,310 pages,90
4.43,231 pages,1051
3.92,310 pages,16
3.53,304 pages,256
3.64,224 pages,25
3.88,293 pages,20
3.92,32 pages,224
3.79,72 pages,4473
4.21,376 pages,477
3.91,512 pages,45
3.59,373 pages,480
4.21,202 pages,519
3.47,288 pages,17
3.94,218 pages,658
3.65,287 pages,18.3k
4.37,412 pages,199
4.25,200 pages,0
4.02,345 pages,46.4k
4.33,280 pages,474
4.27,368 pages,944
3.96,529 pages,17.8k
3.81,512 pages,17.4k
4.25,545 pages,12.4k
3.63,256 pages,book61
3.98,336 pages,27
3.69,Audio CD,13.3k
3.78,387 pages,3265
4.1,26 pages,8
3.99,374 pages,1292
4.05,414 pages,10.4k
4.06,339 pages,345k
3.89,370 pages,1520
4.02,464 pages,3198
4.12,452 pages,20.7k
3.64,304 pages,4594
4.23,425 pages,777
4.29,191 pages,19
3.88,386 pages,1728
3.62,338 pages,105
4.09,355 pages,2097
4.03,352 pages,171
4.53,572 pages,224k
4.33,554 pages,38.5k
3.71,261 pages,1048
3.67,260 pages,14.9k
3.0,30 pages,104
3.57,272 pages,34
3.91,340 pages,3316
3.83,213 pages,128
3.88,352 pages,2277
3.91,384 pages,1467
4.33,1107 pages,566
4.43,496 pages,1
4.01,349 pages,13.1k
3.81,384 pages,6753
4.3,240 pages,346
3.24,304 pages,1113
3.26,188 pages,522
4.51,921 pages,13.3k
3.64,384 pages,1083
4.72,96 pages,395k
4.17,384 pages,3696
4.13,264 pages,20.2k
4.28,480 pages,3159
3.7,107 pages,278
3.68,176 pages,8073
4.11,306 pages,1138
3.78,311 pages,756
3.5,326 pages,1552
4.11,429 pages,1867
3.11,288 pages,1
3.99,272 pages,1327
4.06,300 pages,461
3.73,140 pages,73
3.67,54 pages,0
4.08,100 pages,13
3.83,137 pages,252
3.78,252 pages,1823
4.01,374 pages,5411
4.06,225 pages,739
4.15,380 pages,31.8k
3.91,224 pages,3051
3.78,322 pages,9243
4.35,380 pages,18.8k
3.85,427 pages,3819
3.91,434 pages,1526
4.01,380 pages,6815
3.83,199 pages,43
3.83,307 pages,640
3.68,304 pages,421
4.35,560 pages,841k
3.95,227 pages,2261
4.02,501 pages,8367
3.77,490 pages,8281
3.85,326 pages,7475
4.36,317 pages,2706
4.03,322 pages,464
3.84,294 pages,4831
3.8,325 pages,2228
3.73,303 pages,208
3.74,316 pages,496
3.35,Paperback,1
3.41,224 pages,1455
4.27,185 pages,3
3.94,373 pages,7472
3.49,384 pages,15.4k
3.9,416 pages,509
3.52,352 pages,1561
4.44,420 pages,48.5k
4.25,256 pages,12
3.81,241 pages,598
3.79,624 pages,9734
3.7,224 pages,1377
3.84,463 pages,1013
4.32,471 pages,610
3.84,464 pages,351
4.05,Audio CD,2435
4.32,144 pages,193
3.7,264 pages,22k
4.0,340 pages,273
4.26,438 pages,52.5k
3.97,384 pages,341
4.47,196 pages,2579
4.05,384 pages,6535
3.96,215 pages,94
4.08,384 pages,395k
3.57,278 pages,3887
4.25,378 pages,7
4.0,112 pages,29
4.0,384 pages,0
4.31,332 pages,10.6k
3.86,296 pages,2342
4.02,419 pages,1849
4.02,328 pages,2844
4.13,400 pages,29k
3.33,221 pages,9
3.97,293 pages,359
4.06,264 pages,247
4.0,303 pages,102
4.03,140 pages,315
4.3,416 pages,871
4.52,48 pages,11
3.75,324 pages,396
3.84,432 pages,12k
4.17,559 pages,31.6k
3.83,352 pages,6444
3.84,256 pages,36
3.86,528 pages,1957
3.88,336 pages,785
3.84,143 pages,879
4.34,238 pages,104
4.4,549 pages,125k
4.07,304 pages,2279
4.34,374 pages,1182
4.29,448 pages,389
3.49,238 pages,4103
4.29,123 pages,6256
3.88,352 pages,4
3.13,288 pages,898
4.14,294 pages,8030
4.02,640 pages,88
3.9,290 pages,545
3.62,438 pages,4808
3.51,192 pages,160
4.25,311 pages,38.1k
4.05,325 pages,12.8k
4.0,ebook,14k
3.97,330 pages,503
3.85,360 pages,80.4k
4.27,600 pages,17.6k
3.96,272 pages,199
4.55,428 pages,11.7k
3.5,238 pages,1
3.83,436 pages,11.9k
5.0,332 pages,40
4.0,320 pages,1360
3.87,192 pages,8727
4.11,167 pages,7100
4.09,32 pages,83
3.64,496 pages,570
4.28,396 pages,25.5k
4.05,310 pages,38k
3.72,384 pages,6852
3.75,283 pages,828
3.81,283 pages,3265
2.78,265 pages,4
3.99,579 pages,623
3.94,230 pages,1273
4.4,ebook,6273
3.31,306 pages,872
4.16,358 pages,52.5k
4.19,256 pages,10k
3.8,32 pages,1
3.73,430 pages,6126
3.91,243 pages,2391
3.86,496 pages,464
3.26,346 pages,361
3.0,270 pages,26
3.83,335 pages,1450
4.2,132 pages,10
4.6,325 pages,3128
4.07,306 pages,12.1k
3.48,429 pages,11.8k
4.26,425 pages,11.3k
4.14,464 pages,1684
4.03,377 pages,25.1k
4.0,306 pages,4317
4.11,384 pages,14.4k
4.53,456 pages,30.9k
4.26,290 pages,89
4.08,474 pages,30.6k
3.04,306 pages,7
4.43,400 pages,18.2k
4.06,421 pages,577
4.06,418 pages,24.6k
3.63,158 pages,5538
3.72,226 pages,274
4.23,385 pages,217k
3.89,282 pages,4
3.98,472 pages,5303
4.2,384 pages,52
4.26,168 pages,4072
4.14,464 pages,1428
3.86,255 pages,2274
3.96,150 pages,522
3.84,259 pages,734
4.23,96 pages,125
3.75,509 pages,101k
3.74,384 pages,3140
3.95,236 pages,391
3.52,309 pages,199
3.89,313 pages,7578
3.58,384 pages,book334
3.71,326 pages,985
3.99,512 pages,861
4.22,320 pages,11.8k
4.25,310 pages,12.3k
3.31,672 pages,274
3.32,269 pages,3987
4.25,Paperback,24
3.52,352 pages,166
3.8,269 pages,237
3.97,800 pages,4738
3.91,318 pages,504
4.02,590 pages,11.1k
4.43,508 pages,49.7k
4.43,32 pages,5702
4.14,475 pages,8720
3.86,224 pages,1123
4.24,384 pages,27.2k
4.32,96 pages,6294
3.77,362 pages,29.1k
3.19,309 pages,112
3.4,944 pages,430
3.76,400 pages,23
4.11,368 pages,254
4.33,225 pages,6
3.9,184 pages,926
3.46,768 pages,2
3.93,373 pages,9517
4.34,320 pages,841k
3.91,527 pages,387
4.34,288 pages,11k
4.0,320 pages,0
4.04,329 pages,17.7k
3.99,288 pages,204
4.16,253 pages,1176
3.11,208 pages,151
3.84,272 pages,321
3.09,304 pages,34
4.26,384 pages,1451
3.48,338 pages,24.5k
4.11,324 pages,18.4k
3.95,296 pages,1812
4.2,215 pages,1622
4.13,160 pages,0
4.1,153 pages,7100
3.54,407 pages,119
3.96,383 pages,223
3.2,352 pages,62
3.93,448 pages,5229
3.93,304 pages,5849
3.41,342 pages,6929
3.93,382 pages,5211
3.73,260 pages,24
3.23,307 pages,2215
3.94,398 pages,10.1k
4.32,280 pages,121
4.19,250 pages,52.5k
4.18,288 pages,4158
4.03,341 pages,12.2k
3.89,216 pages,215
4.36,40 pages,340
3.84,307 pages,5842
3.75,369 pages,7597
3.97,182 pages,3279
3.81,304 pages,2317
3.87,185 pages,1164
4.42,302 pages,81
3.5,266 pages,278
3.81,413 pages,6731
0.0,Hardcover,1
3.95,32 pages,7
3.86,313 pages,118k
3.82,416 pages,3259
3.2,340 pages,5
4.23,128 pages,8255
3.58,168 pages,43
3.64,340 pages,1006
3.58,293 pages,24
3.76,384 pages,1706
4.07,616 pages,2
4.44,659 pages,13k
3.77,356 pages,465
3.52,390 pages,8
3.64,294 pages,1028
3.99,443 pages,8073
4.06,432 pages,345k
4.05,,3977
3.6,188 pages,285
3.77,674 pages,374
4.7,418 pages,27
4.25,,4706
3.97,261 pages,533
4.15,Audiobook,13.1k
3.67,184 pages,1989
4.19,64 pages,17
3.82,368 pages,5210
4.02,608 pages,8722
4.27,535 pages,1
4.21,500 pages,2161
4.36,267 pages,419
3.84,272 pages,140
3.98,256 pages,3489
3.83,373 pages,3045
3.78,332 pages,362
3.2,264 pages,76
3.72,242 pages,442
3.9,400 pages,133
3.89,206 pages,2641
3.8,32 pages,3
3.59,301 pages,15.5k
3.76,453 pages,1609
3.75,80 pages,299
3.62,200 pages,17.6k
3.78,304 pages,5132
4.09,400 pages,27.2k
4.04,266 pages,1453
3.73,384 pages,4393
3.96,306 pages,13.3k
4.1,1207 pages,25.3k
3.69,96 pages,32
4.13,255 pages,2391
4.24,32 pages,339
4.13,320 pages,15.1k
3.75,320 pages,1581
4.32,400 pages,8029
3.54,250 pages,634
3.59,411 pages,42
4.23,514 pages,12k
4.23,352 pages,423k
3.53,56 pages,314k
4.19,,588
3.77,10 pages,1
3.59,252 pages,0
3.92,426 pages,1503
3.41,274 pages,book1
4.41,383 pages,9968
3.71,288 pages,3946
3.76,368 pages,820
4.0,419 pages,80.4k
4.36,320 pages,11
4.02,100 pages,18.2k
3.93,328 pages,7926
4.25,281 pages,183
4.21,32 pages,13
4.23,319 pages,208
4.23,219 pages,16.8k
4.02,361 pages,5839
4.26,376 pages,11.3k
3.8,391 pages,13.7k
4.58,368 pages,186
3.61,372 pages,362
4.5,32 pages,4
4.15,368 pages,323
4.56,491 pages,9281
4.13,194 pages,32
3.8,272 pages,182
3.31,278 pages,13.5k
4.02,208 pages,1013
3.69,305 pages,50k
4.12,480 pages,2429
4.25,365 pages,360
4.19,323 pages,774
3.65,436 pages,257
4.1,355 pages,10.7k
4.52,290 pages,1681
3.17,240 pages,96
3.85,451 pages,1249
3.88,190 pages,24.3k
4.45,544 pages,8471
3.53,277 pages,13.3k
4.35,880 pages,177k
3.71,400 pages,143
3.92,768 pages,869
3.73,300 pages,16
3.95,256 pages,112k
3.92,320 pages,183
3.98,376 pages,333
3.32,272 pages,9468
3.67,288 pages,318
4.01,320 pages,21
3.99,164 pages,1629
3.87,368 pages,320
3.56,251 pages,0
3.4,288 pages,book11
4.07,412 pages,169
4.06,285 pages,20.6k
3.88,64 pages,184
4.07,368 pages,3127
3.67,117 pages,7
3.87,353 pages,3362
3.95,342 pages,6535
3.76,264 pages,5802
4.11,432 pages,1514
4.02,448 pages,5228
3.97,320 pages,1383
4.36,448 pages,1362
3.27,291 pages,457
4.43,342 pages,30.9k
3.74,176 pages,27
3.8,400 pages,105
3.0,362 pages,book
3.9,416 pages,333
3.55,273 pages,16.6k
3.44,544 pages,0
3.7,247 pages,12.3k
4.25,416 pages,12k
4.23,280 pages,225
3.96,263 pages,79
3.93,497 pages,50.8k
3.5,407 pages,894
4.25,261 pages,6904
3.7,248 pages,29
3.66,477 pages,903
3.63,384 pages,22.9k
3.92,240 pages,17
4.18,256 pages,6295
3.71,154 pages,87
4.73,76 pages,217
3.66,422 pages,2397
3.85,112 pages,326
3.55,312 pages,185
3.92,425 pages,5306
3.5,231 pages,983
3.93,251 pages,3
4.21,448 pages,867
3.95,253 pages,752
3.59,240 pages,341
5.0,256 pages,0
4.4,229 pages,1861
2.84,263 pages,41
4.44,480 pages,0
3.75,352 pages,4656
4.34,388 pages,30.2k
3.82,228 pages,444
4.06,352 pages,1526
3.99,130 pages,703k
4.3,437 pages,22.5k
3.44,199 pages,21
4.21,367 pages,1387
4.22,353 pages,11.7k
4.13,311 pages,2096
3.59,412 pages,11
3.59,386 pages,34.8k
4.57,216 pages,book20
4.55,26 pages,19
4.15,368 pages,6624
4.31,352 pages,21.4k
3.96,285 pages,320
4.0,370 pages,13.9k
4.31,292 pages,28.5k
4.14,152 pages,1429
4.19,366 pages,28.2k
3.94,268 pages,16.1k
3.88,404 pages,19.4k
4.1,432 pages,5410
3.69,449 pages,620
3.95,320 pages,1237
3.89,350 pages,5357
3.89,432 pages,1739
4.19,1173 pages,149
3.28,256 pages,300
3.96,307 pages,1336
4.17,512 pages,12.7k
3.84,315 pages,777
3.67,320 pages,418
4.04,387 pages,314k
3.52,208 pages,174
4.55,496 pages,71
3.59,128 pages,101k
3.71,589 pages,48
3.9,416 pages,7578
3.55,416 pages,296
4.19,40 pages,217
3.29,280 pages,7615
3.82,384 pages,68
3.92,320 pages,0
4.6,352 pages,3
4.12,624 pages,682
3.84,480 pages,177
4.21,880 pages,102k
3.67,413 pages,2692
4.03,215 pages,9485
3.75,438 pages,147
3.8,368 pages,624
3.27,320 pages,56
3.45,336 pages,8
3.67,4 pages,217
4.01,304 pages,27.2k
4.3,340 pages,275
3.86,350 pages,1454
3.85,374 pages,14k
4.31,401 pages,11.7k
3.73,137 pages,64
4.61,178 pages,133
3.78,336 pages,228
4.26,308 pages,5801
3.72,183 pages,440
3.99,387 pages,5172
4.28,224 pages,90
4.18,76 pages,121
4.09,408 pages,51k
4.02,501 pages,8367
4.21,168 pages,1516
4.09,155 pages,470
3.85,225 pages,672
4.02,448 pages,16.3k
4.16,83 pages,1368
4.53,190 pages,4521
3.62,292 pages,3735
3.85,241 pages,193
3.8,397 pages,42
4.19,208 pages,34
3.93,425 pages,3045
3.92,186 pages,4
4.48,32 pages,4861
4.09,256 pages,687
3.39,218 pages,1
4.16,352 pages,2983
4.21,341 pages,13.9k
4.56,173 pages,964
3.93,582 pages,2257
3.96,278 pages,24.5k
5.0,132 pages,3
3.98,356 pages,2211
3.71,320 pages,3
4.3,240 pages,13
3.66,356 pages,56.9k
4.2,400 pages,8367
3.97,611 pages,841k
4.13,531 pages,841k
4.13,346 pages,2
3.86,307 pages,1721
4.01,429 pages,499
4.02,181 pages,314k
4.25,282 pages,955
4.29,956 pages,4443
4.13,322 pages,2097
3.28,279 pages,153
3.98,598 pages,48
3.84,352 pages,1339
4.26,384 pages,673
4.25,384 pages,8663
4.28,298 pages,8097
4.1,407 pages,11.3k
3.01,278 pages,60
3.69,437 pages,8717
4.4,549 pages,125k
3.96,272 pages,887
3.79,275 pages,59.8k
3.85,239 pages,25.5k
3.49,77 pages,314k
4.2,368 pages,6538
4.07,316 pages,1285
3.66,206 pages,930
4.06,349 pages,99
3.39,326 pages,1157
3.76,352 pages,1117
4.15,190 pages,1142
4.31,803 pages,0
4.22,32 pages,0
3.61,320 pages,book119
4.07,560 pages,186
4.57,304 pages,817
4.17,373 pages,12k
3.89,208 pages,688
3.48,336 pages,93
4.23,400 pages,421
4.17,425 pages,52.5k
4.26,262 pages,507
3.67,7 pages,954
3.69,141 pages,327
4.06,Kindle Edition,627
3.55,404 pages,516
3.55,220 pages,341
4.69,328 pages,book2
3.8,312 pages,1756
3.83,579 pages,56.9k
3.93,285 pages,12.1k
3.86,338 pages,7
3.69,192 pages,547
4.07,342 pages,21.5k
4.05,408 pages,169k
3.61,367 pages,60
3.84,362 pages,5206
3.99,443 pages,8073
4.02,787 pages,192
3.85,452 pages,25.9k
3.84,224 pages,82
4.19,288 pages,book8
4.02,69 pages,370
4.02,232 pages,3669
4.28,384 pages,1514
3.13,249 pages,0
3.1,240 pages,147
3.64,224 pages,24
3.54,263 pages,276
3.75,232 pages,10
3.99,432 pages,345k
4.15,171 pages,199
3.81,357 pages,8145
3.68,272 pages,983
4.03,197 pages,48
4.03,432 pages,6535
3.48,432 pages,84
3.65,221 pages,1501
3.88,390 pages,6753
4.03,384 pages,3044
3.9,261 pages,1798
3.74,435 pages,book506
3.94,264 pages,323
4.11,336 pages,4515
3.91,336 pages,47
4.37,464 pages,9071
3.43,308 pages,140
3.67,544 pages,1595
3.43,272 pages,147
3.92,240 pages,848
4.43,350 pages,6449
3.85,432 pages,1327
3.87,370 pages,2129
4.24,583 pages,3663
4.17,161 pages,1234
3.46,338 pages,393
3.88,384 pages,80.4k
3.97,432 pages,40
4.06,658 pages,13.7k
3.75,236 pages,7496
4.27,504 pages,1089
3.82,240 pages,10.1k
4.19,280 pages,3235
4.48,152 pages,13.5k
4.09,425 pages,3658
3.9,330 pages,1675
3.36,384 pages,34.4k
3.81,336 pages,1344
4.14,258 pages,34.9k
4.26,12 pages,42.5k
4.28,192 pages,3000
4.42,418 pages,48.5k
3.48,352 pages,349
4.22,324 pages,13.1k
4.53,704 pages,29k
4.18,522 pages,140k
4.1,390 pages,7106
4.2,356 pages,1615
3.96,373 pages,106
3.88,337 pages,2873
4.1,211 pages,4
4.27,368 pages,29k
3.87,327 pages,643
3.44,309 pages,4
3.88,432 pages,6562
3.89,384 pages,28.1k
3.63,160 pages,80
3.93,480 pages,2285
3.98,320 pages,6027
4.04,367 pages,15.8k
4.15,240 pages,291
3.6,192 pages,270
3.43,256 pages,6
4.15,348 pages,377
3.96,403 pages,7042
3.98,312 pages,2530
4.27,366 pages,505
4.18,336 pages,book13
3.98,368 pages,438
3.38,303 pages,185
4.33,304 pages,53
4.31,292 pages,28.5k
4.06,158 pages,4228
3.99,480 pages,2553
3.65,320 pages,151
4.25,448 pages,31.4k
4.23,317 pages,60
3.48,373 pages,5740
4.16,414 pages,26.6k
3.95,356 pages,2173
4.19,384 pages,5906
3.89,275 pages,1447
4.33,352 pages,30.9k
4.18,402 pages,3525
4.28,418 pages,49.7k
3.98,335 pages,5922
3.87,132 pages,628
4.22,192 pages,3668
4.48,304 pages,164
4.02,266 pages,4086
3.61,432 pages,347
3.9,484 pages,5229
3.83,252 pages,79
3.89,4 pages,841k
4.1,208 pages,4075
4.37,119 pages,61
4.13,Audio Cassette,5714
4.25,80 pages,book
4.44,192 pages,65
3.77,320 pages,53
3.76,362 pages,1981
3.75,368 pages,630
3.8,271 pages,32.7k
4.08,351 pages,8004
3.91,489 pages,101k
3.41,352 pages,391
4.18,578 pages,14.2k
3.77,320 pages,286
4.1,399 pages,2320
4.33,425 pages,1562
4.04,224 pages,1445
3.75,368 pages,732
3.36,224 pages,35
3.86,368 pages,7770
3.79,268 pages,5281
3.22,144 pages,5272
2.29,298 pages,3
3.76,256 pages,6306
3.8,174 pages,641
3.84,448 pages,17
3.83,288 pages,book12
4.12,544 pages,12.8k
4.32,323 pages,703k
4.05,308 pages,703k
3.84,152 pages,291
4.0,235 pages,234
3.95,241 pages,4
3.65,256 pages,105
3.9,387 pages,35.7k
4.09,454 pages,49.7k
4.05,388 pages,3696
3.55,319 pages,69
4.46,441 pages,4102
4.17,208 pages,375
4.1,Paperback,99
3.75,184 pages,450
3.85,424 pages,1495
4.39,256 pages,6156
4.26,37 pages,56
4.28,167 pages,2786
3.88,326 pages,615
3.97,293 pages,33.9k
3.93,374 pages,32
4.35,384 pages,1260
3.61,528 pages,19.5k
4.06,358 pages,72
3.81,300 pages,47
4.49,224 pages,37
3.74,352 pages,868
4.16,400 pages,125k
4.22,457 pages,4239
4.0,592 pages,24
3.67,320 pages,256
4.02,416 pages,4284
4.29,532 pages,40.1k
3.82,476 pages,17k
4.18,400 pages,147
3.71,313 pages,285
3.39,140 pages,4334
3.64,368 pages,8122
4.07,389 pages,34.2k
3.81,376 pages,90
4.25,208 pages,0
3.76,292 pages,1489
4.07,384 pages,147
4.08,188 pages,1002
